,date,VIX.Open,VIX.High,VIX.Low,VIX.Close,VIX.Volume,VIX.Adjusted,year,month,monthf,weekday,weekdayf,week
592,2009-05-11,32.049999,34.080002,32.049999,32.869999,0,32.869999,2009,5,May,1,Mon,19
593,2009-05-12,32.68,33.290001000000004,31.57,31.799999,0,31.799999,2009,5,May,2,Tue,19
594,2009-05-13,32.970001,33.990002000000004,32.560001,33.650002,0,33.650002,2009,5,May,3,Wed,19
595,2009-05-14,33.650002,33.959998999999996,31.32,31.370001000000002,0,31.370001000000002,2009,5,May,4,Thu,19
596,2009-05-15,31.360001,33.610001000000004,30.59,33.119999,0,33.119999,2009,5,May,5,Fri,19
597,2009-05-18,32.91,32.91,30.0,30.24,0,30.24,2009,5,May,1,Mon,20
598,2009-05-19,30.23,30.32,28.35,28.799999,0,28.799999,2009,5,May,2,Tue,20
599,2009-05-20,27.469998999999998,29.16,26.57,29.030001000000002,0,29.030001000000002,2009,5,May,3,Wed,20
600,2009-05-21,29.030001000000002,32.77,29.030001000000002,31.35,0,31.35,2009,5,May,4,Thu,20
601,2009-05-22,31.360001,32.709998999999996,30.57,32.630001,0,32.630001,2009,5,May,5,Fri,20
602,2009-05-26,34.57,34.57,30.379998999999998,30.620001000000002,0,30.620001000000002,2009,5,May,2,Tue,21
603,2009-05-27,30.799999,32.529999,29.620001000000002,32.360001000000004,0,32.360001000000004,2009,5,May,3,Wed,21
604,2009-05-28,31.540001,33.32,31.1,31.67,0,31.67,2009,5,May,4,Thu,21
605,2009-05-29,31.67,31.67,28.85,28.92,0,28.92,2009,5,May,5,Fri,21
606,2009-06-01,28.700001,30.049999,28.450001,30.040001,0,30.040001,2009,6,Jun,1,Mon,22
607,2009-06-02,30.040001,30.129998999999998,28.299999,29.629998999999998,0,29.629998999999998,2009,6,Jun,2,Tue,22
608,2009-06-03,29.620001000000002,31.790001,29.620001000000002,31.02,0,31.02,2009,6,Jun,3,Wed,22
609,2009-06-04,31.02,31.02,29.92,30.18,0,30.18,2009,6,Jun,4,Thu,22
610,2009-06-05,29.389999,30.809998999999998,28.85,29.620001000000002,0,29.620001000000002,2009,6,Jun,5,Fri,22
611,2009-06-08,30.84,31.82,26.41,29.77,0,29.77,2009,6,Jun,1,Mon,23
612,2009-06-09,29.77,29.77,27.790001,28.27,0,28.27,2009,6,Jun,2,Tue,23
613,2009-06-10,26.9,29.74,26.9,28.459999,0,28.459999,2009,6,Jun,3,Wed,23
614,2009-06-11,27.360001,28.110001,26.809998999999998,28.110001,0,28.110001,2009,6,Jun,4,Thu,23
615,2009-06-12,28.08,28.5,27.73,28.15,0,28.15,2009,6,Jun,5,Fri,23
616,2009-06-15,29.700001,31.09,29.639999,30.809998999999998,0,30.809998999999998,2009,6,Jun,1,Mon,24
617,2009-06-16,30.809998999999998,32.75,30.07,32.68,0,32.68,2009,6,Jun,2,Tue,24
618,2009-06-17,31.190001000000002,32.77,30.639999,31.540001,0,31.540001,2009,6,Jun,3,Wed,24
619,2009-06-18,31.540001,31.540001,29.6,30.030001000000002,0,30.030001000000002,2009,6,Jun,4,Thu,24
620,2009-06-19,29.16,29.32,27.559998999999998,27.99,0,27.99,2009,6,Jun,5,Fri,24
621,2009-06-22,30.4,32.049999,30.299999,31.17,0,31.17,2009,6,Jun,1,Mon,25
622,2009-06-23,31.299999,31.540001,27.83,30.58,0,30.58,2009,6,Jun,2,Tue,25
623,2009-06-24,30.58,30.58,28.790001,29.049999,0,29.049999,2009,6,Jun,3,Wed,25
624,2009-06-25,29.450001,29.559998999999998,26.299999,26.360001,0,26.360001,2009,6,Jun,4,Thu,25
625,2009-06-26,27.09,27.219998999999998,25.76,25.93,0,25.93,2009,6,Jun,5,Fri,25
626,2009-06-29,25.93,27.18,25.290001,25.35,0,25.35,2009,6,Jun,1,Mon,26
627,2009-06-30,25.360001,27.379998999999998,25.02,26.35,0,26.35,2009,6,Jun,2,Tue,26
628,2009-07-01,25.73,26.309998999999998,24.799999,26.219998999999998,0,26.219998999999998,2009,7,Jul,3,Wed,26
629,2009-07-02,26.219998999999998,28.620001000000002,26.219998999999998,27.950001,0,27.950001,2009,7,Jul,4,Thu,26
630,2009-07-06,30.32,30.6,28.99,29.0,0,29.0,2009,7,Jul,1,Mon,27
631,2009-07-07,29.0,30.940001000000002,28.9,30.85,0,30.85,2009,7,Jul,2,Tue,27
632,2009-07-08,30.85,33.049999,30.43,31.299999,0,31.299999,2009,7,Jul,3,Wed,27
633,2009-07-09,30.23,30.49,29.280001000000002,29.780001000000002,0,29.780001000000002,2009,7,Jul,4,Thu,27
634,2009-07-10,29.780001000000002,30.34,28.82,29.02,0,29.02,2009,7,Jul,5,Fri,27
635,2009-07-13,28.360001,29.24,25.42,26.309998999999998,0,26.309998999999998,2009,7,Jul,1,Mon,28
636,2009-07-14,26.309998999999998,26.84,24.99,25.02,0,25.02,2009,7,Jul,2,Tue,28
637,2009-07-15,25.049999,26.059998999999998,23.83,25.889999,0,25.889999,2009,7,Jul,3,Wed,28
638,2009-07-16,25.959999,26.18,24.51,25.42,0,25.42,2009,7,Jul,4,Thu,28
639,2009-07-17,25.42,25.549999,23.879998999999998,24.34,0,24.34,2009,7,Jul,5,Fri,28
640,2009-07-20,25.059998999999998,25.42,24.26,24.4,0,24.4,2009,7,Jul,1,Mon,29
641,2009-07-21,24.280001000000002,25.139999,23.809998999999998,23.870001000000002,0,23.870001000000002,2009,7,Jul,2,Tue,29
642,2009-07-22,24.049999,24.139999,23.24,23.469998999999998,0,23.469998999999998,2009,7,Jul,3,Wed,29
643,2009-07-23,23.709999,24.049999,23.209999,23.43,0,23.43,2009,7,Jul,4,Thu,29
644,2009-07-24,23.870001000000002,23.870001000000002,23.0,23.09,0,23.09,2009,7,Jul,5,Fri,29
645,2009-07-27,24.059998999999998,24.860001,24.02,24.280001000000002,0,24.280001000000002,2009,7,Jul,1,Mon,30
646,2009-07-28,24.280001000000002,25.610001,24.280001000000002,25.01,0,25.01,2009,7,Jul,2,Tue,30
647,2009-07-29,25.469998999999998,26.18,25.41,25.610001,0,25.610001,2009,7,Jul,3,Wed,30
648,2009-07-30,25.4,25.76,24.85,25.4,0,25.4,2009,7,Jul,4,Thu,30
649,2009-07-31,25.4,26.219998999999998,24.93,25.92,0,25.92,2009,7,Jul,5,Fri,30
650,2009-08-03,25.92,26.49,25.559998999999998,25.559998999999998,0,25.559998999999998,2009,8,Aug,1,Mon,31
651,2009-08-04,25.549999,26.16,24.889999,24.889999,0,24.889999,2009,8,Aug,2,Tue,31
652,2009-08-05,24.91,25.85,24.860001,24.9,0,24.9,2009,8,Aug,3,Wed,31
653,2009-08-06,24.9,26.15,24.469998999999998,25.67,0,25.67,2009,8,Aug,4,Thu,31
654,2009-08-07,24.709999,24.950001,23.98,24.76,0,24.76,2009,8,Aug,5,Fri,31
655,2009-08-10,24.76,25.82,24.76,24.99,0,24.99,2009,8,Aug,1,Mon,32
656,2009-08-11,24.98,26.98,24.98,25.99,0,25.99,2009,8,Aug,2,Tue,32
657,2009-08-12,25.99,26.5,25.110001,25.450001,0,25.450001,2009,8,Aug,3,Wed,32
658,2009-08-13,25.34,26.15,24.709999,24.709999,0,24.709999,2009,8,Aug,4,Thu,32
659,2009-08-14,24.77,25.940001000000002,24.26,24.27,0,24.27,2009,8,Aug,5,Fri,32
660,2009-08-17,24.27,28.389999,24.27,27.889999,0,27.889999,2009,8,Aug,1,Mon,33
661,2009-08-18,27.889999,27.889999,26.08,26.18,0,26.18,2009,8,Aug,2,Tue,33
662,2009-08-19,28.08,28.139999,26.139999,26.26,0,26.26,2009,8,Aug,3,Wed,33
663,2009-08-20,26.450001,26.450001,24.75,25.09,0,25.09,2009,8,Aug,4,Thu,33
664,2009-08-21,24.49,25.059998999999998,23.91,25.01,0,25.01,2009,8,Aug,5,Fri,33
665,2009-08-24,25.01,25.700001,25.01,25.139999,0,25.139999,2009,8,Aug,1,Mon,34
666,2009-08-25,25.129998999999998,25.129998999999998,22.58,24.92,0,24.92,2009,8,Aug,2,Tue,34
667,2009-08-26,24.91,25.559998999999998,24.690001000000002,24.950001,0,24.950001,2009,8,Aug,3,Wed,34
668,2009-08-27,25.129998999999998,25.889999,24.43,24.68,0,24.68,2009,8,Aug,4,Thu,34
669,2009-08-28,24.440001000000002,25.5,24.280001000000002,24.76,0,24.76,2009,8,Aug,5,Fri,34
670,2009-08-31,24.76,27.01,24.76,26.01,0,26.01,2009,8,Aug,1,Mon,35
671,2009-09-01,26.01,29.23,26.0,29.15,0,29.15,2009,9,Sep,2,Tue,35
672,2009-09-02,29.139999,29.57,28.41,28.9,0,28.9,2009,9,Sep,3,Wed,35
673,2009-09-03,28.9,28.9,26.98,27.1,0,27.1,2009,9,Sep,4,Thu,35
674,2009-09-04,26.98,26.98,24.860001,25.26,0,25.26,2009,9,Sep,5,Fri,35
675,2009-09-08,25.26,26.15,25.26,25.620001000000002,0,25.620001000000002,2009,9,Sep,2,Tue,36
676,2009-09-09,25.66,25.93,24.23,24.32,0,24.32,2009,9,Sep,3,Wed,36
677,2009-09-10,24.4,24.76,22.82,23.549999,0,23.549999,2009,9,Sep,4,Thu,36
678,2009-09-11,23.49,24.33,22.48,24.15,0,24.15,2009,9,Sep,5,Fri,36
679,2009-09-14,25.389999,25.389999,23.32,23.860001,0,23.860001,2009,9,Sep,1,Mon,37
680,2009-09-15,23.9,24.27,23.07,23.42,0,23.42,2009,9,Sep,2,Tue,37
681,2009-09-16,23.290001,23.92,22.780001000000002,23.690001000000002,0,23.690001000000002,2009,9,Sep,3,Wed,37
682,2009-09-17,23.99,24.07,22.790001,23.65,0,23.65,2009,9,Sep,4,Thu,37
683,2009-09-18,23.65,24.43,23.139999,23.92,0,23.92,2009,9,Sep,5,Fri,37
684,2009-09-21,25.34,25.51,23.709999,24.059998999999998,0,24.059998999999998,2009,9,Sep,1,Mon,38
685,2009-09-22,23.809998999999998,23.98,23.059998999999998,23.08,0,23.08,2009,9,Sep,2,Tue,38
686,2009-09-23,22.9,23.690001000000002,22.190001000000002,23.49,0,23.49,2009,9,Sep,3,Wed,38
687,2009-09-24,23.67,25.370001000000002,23.440001000000002,24.950001,0,24.950001,2009,9,Sep,4,Thu,38
688,2009-09-25,25.18,26.34,24.809998999999998,25.610001,0,25.610001,2009,9,Sep,5,Fri,38
689,2009-09-28,26.26,26.4,24.85,24.879998999999998,0,24.879998999999998,2009,9,Sep,1,Mon,39
690,2009-09-29,24.879998999999998,25.280001000000002,24.540001,25.190001000000002,0,25.190001000000002,2009,9,Sep,2,Tue,39
691,2009-09-30,25.190001000000002,26.450001,24.76,25.610001,0,25.610001,2009,9,Sep,3,Wed,39
692,2009-10-01,25.98,28.42,25.98,28.27,0,28.27,2009,10,Oct,4,Thu,39
693,2009-10-02,29.34,29.559998999999998,27.98,28.68,0,28.68,2009,10,Oct,5,Fri,39
694,2009-10-05,29.34,29.34,26.57,26.84,0,26.84,2009,10,Oct,1,Mon,40
695,2009-10-06,26.389999,26.41,25.190001000000002,25.700001,0,25.700001,2009,10,Oct,2,Tue,40
696,2009-10-07,25.780001000000002,25.82,24.57,24.68,0,24.68,2009,10,Oct,3,Wed,40
697,2009-10-08,24.68,24.690001000000002,23.9,24.18,0,24.18,2009,10,Oct,4,Thu,40
698,2009-10-09,24.389999,24.540001,22.99,23.120001000000002,0,23.120001000000002,2009,10,Oct,5,Fri,40
699,2009-10-12,23.120001000000002,23.530001000000002,22.67,23.01,0,23.01,2009,10,Oct,1,Mon,41
700,2009-10-13,23.0,24.07,22.74,22.99,0,22.99,2009,10,Oct,2,Tue,41
701,2009-10-14,22.08,22.889999,21.549999,22.860001,0,22.860001,2009,10,Oct,3,Wed,41
702,2009-10-15,23.51,23.530001000000002,21.49,21.719998999999998,0,21.719998999999998,2009,10,Oct,4,Thu,41
703,2009-10-16,21.719998999999998,22.6,20.98,21.43,0,21.43,2009,10,Oct,5,Fri,41
704,2009-10-19,21.41,22.459999,20.91,21.49,0,21.49,2009,10,Oct,1,Mon,42
705,2009-10-20,21.549999,21.76,20.9,20.9,0,20.9,2009,10,Oct,2,Tue,42
706,2009-10-21,20.9,22.48,20.1,22.219998999999998,0,22.219998999999998,2009,10,Oct,3,Wed,42
707,2009-10-22,22.219998999999998,22.77,20.33,20.690001000000002,0,20.690001000000002,2009,10,Oct,4,Thu,42
708,2009-10-23,20.700001,22.59,20.34,22.27,0,22.27,2009,10,Oct,5,Fri,42
709,2009-10-26,23.059998999999998,24.860001,21.889999,24.309998999999998,0,24.309998999999998,2009,10,Oct,1,Mon,43
710,2009-10-27,24.379998999999998,25.219998999999998,24.030001000000002,24.83,0,24.83,2009,10,Oct,2,Tue,43
711,2009-10-28,24.83,27.940001000000002,24.83,27.91,0,27.91,2009,10,Oct,3,Wed,43
712,2009-10-29,27.16,27.190001000000002,24.68,24.76,0,24.76,2009,10,Oct,4,Thu,43
713,2009-10-30,24.76,31.59,24.76,30.690001000000002,0,30.690001000000002,2009,10,Oct,5,Fri,43
714,2009-11-02,30.700001,31.84,28.07,29.780001000000002,0,29.780001000000002,2009,11,Nov,1,Mon,44
715,2009-11-03,30.620001000000002,30.799999,28.77,28.809998999999998,0,28.809998999999998,2009,11,Nov,2,Tue,44
716,2009-11-04,28.809998999999998,28.809998999999998,26.610001,27.719998999999998,0,27.719998999999998,2009,11,Nov,3,Wed,44
717,2009-11-05,27.280001000000002,27.389999,25.41,25.43,0,25.43,2009,11,Nov,4,Thu,44
718,2009-11-06,26.17,26.17,24.059998999999998,24.190001000000002,0,24.190001000000002,2009,11,Nov,5,Fri,44
719,2009-11-09,24.190001000000002,24.24,22.780001000000002,23.15,0,23.15,2009,11,Nov,1,Mon,45
720,2009-11-10,23.15,23.530001000000002,22.780001000000002,22.84,0,22.84,2009,11,Nov,2,Tue,45
721,2009-11-11,22.84,23.68,21.610001,23.0,0,23.0,2009,11,Nov,3,Wed,45
722,2009-11-12,23.040001,24.610001,22.91,24.24,0,24.24,2009,11,Nov,4,Thu,45
723,2009-11-13,24.25,24.43,23.219998999999998,23.360001,0,23.360001,2009,11,Nov,5,Fri,45
724,2009-11-16,23.360001,23.42,22.02,22.889999,0,22.889999,2009,11,Nov,1,Mon,46
725,2009-11-17,22.809998999999998,23.33,22.27,22.41,0,22.41,2009,11,Nov,2,Tue,46
726,2009-11-18,22.35,22.65,21.629998999999998,21.629998999999998,0,21.629998999999998,2009,11,Nov,3,Wed,46
727,2009-11-19,21.629998999999998,24.200001,21.629998999999998,22.629998999999998,0,22.629998999999998,2009,11,Nov,4,Thu,46
728,2009-11-20,23.450001,23.450001,22.139999,22.190001000000002,0,22.190001000000002,2009,11,Nov,5,Fri,46
729,2009-11-23,21.98,21.98,20.9,21.16,0,21.16,2009,11,Nov,1,Mon,47
730,2009-11-24,21.280001000000002,21.870001000000002,20.35,20.469998999999998,0,20.469998999999998,2009,11,Nov,2,Tue,47
731,2009-11-25,20.23,20.57,20.049999,20.48,0,20.48,2009,11,Nov,3,Wed,47
732,2009-11-27,25.75,25.93,23.120001000000002,24.74,0,24.74,2009,11,Nov,5,Fri,47
733,2009-11-30,24.950001,25.57,24.190001000000002,24.51,0,24.51,2009,11,Nov,1,Mon,48
734,2009-12-01,24.51,24.51,21.879998999999998,21.92,0,21.92,2009,12,Dec,2,Tue,48
735,2009-12-02,21.889999,22.190001000000002,21.01,21.120001000000002,0,21.120001000000002,2009,12,Dec,3,Wed,48
736,2009-12-03,21.15,22.5,20.610001,22.459999,0,22.459999,2009,12,Dec,4,Thu,48
737,2009-12-04,21.18,22.76,20.620001000000002,21.25,0,21.25,2009,12,Dec,5,Fri,48
738,2009-12-07,22.32,22.459999,21.6,22.1,0,22.1,2009,12,Dec,1,Mon,49
739,2009-12-08,23.280001000000002,23.969998999999998,22.84,23.690001000000002,0,23.690001000000002,2009,12,Dec,2,Tue,49
740,2009-12-09,23.209999,24.200001,22.540001,22.66,0,22.66,2009,12,Dec,3,Wed,49
741,2009-12-10,22.66,22.66,21.77,22.32,0,22.32,2009,12,Dec,4,Thu,49
742,2009-12-11,21.450001,22.309998999999998,21.389999,21.59,0,21.59,2009,12,Dec,5,Fri,49
743,2009-12-14,21.59,21.59,20.57,21.15,0,21.15,2009,12,Dec,1,Mon,50
744,2009-12-15,21.09,21.870001000000002,20.91,21.5,0,21.5,2009,12,Dec,2,Tue,50
745,2009-12-16,21.5,21.5,20.459999,20.540001,0,20.540001,2009,12,Dec,3,Wed,50
746,2009-12-17,21.889999,22.860001,21.4,22.57,0,22.57,2009,12,Dec,4,Thu,50
747,2009-12-18,21.84,23.02,21.68,21.68,0,21.68,2009,12,Dec,5,Fri,50
748,2009-12-21,21.459999,21.51,20.280001000000002,20.49,0,20.49,2009,12,Dec,1,Mon,51
749,2009-12-22,20.389999,20.4,19.540001,19.540001,0,19.540001,2009,12,Dec,2,Tue,51
750,2009-12-23,19.540001,19.969998999999998,19.35,19.709999,0,19.709999,2009,12,Dec,3,Wed,51
751,2009-12-24,19.67,19.67,19.25,19.469998999999998,0,19.469998999999998,2009,12,Dec,4,Thu,51
752,2009-12-28,20.290001,20.530001000000002,19.9,19.93,0,19.93,2009,12,Dec,1,Mon,52
753,2009-12-29,19.870001000000002,20.120001000000002,19.620001000000002,20.01,0,20.01,2009,12,Dec,2,Tue,52
754,2009-12-30,20.360001,20.440001000000002,19.93,19.959999,0,19.959999,2009,12,Dec,3,Wed,52
755,2009-12-31,19.959999,21.83,19.889999,21.68,0,21.68,2009,12,Dec,4,Thu,52
756,2010-01-04,21.68,21.68,20.030001000000002,20.040001,0,20.040001,2010,1,Jan,1,Mon,1
757,2010-01-05,20.049999,20.129998999999998,19.34,19.35,0,19.35,2010,1,Jan,2,Tue,1
758,2010-01-06,19.59,19.68,18.77,19.16,0,19.16,2010,1,Jan,3,Wed,1
759,2010-01-07,19.68,19.709999,18.700001,19.059998999999998,0,19.059998999999998,2010,1,Jan,4,Thu,1
760,2010-01-08,19.27,19.27,18.110001,18.129998999999998,0,18.129998999999998,2010,1,Jan,5,Fri,1
761,2010-01-11,16.93,17.74,16.860001,17.549999,0,17.549999,2010,1,Jan,1,Mon,2
762,2010-01-12,17.950001,19.459999,17.950001,18.25,0,18.25,2010,1,Jan,2,Tue,2
763,2010-01-13,17.940001000000002,18.719998999999998,17.559998999999998,17.85,0,17.85,2010,1,Jan,3,Wed,2
764,2010-01-14,18.16,18.27,17.379998999999998,17.629998999999998,0,17.629998999999998,2010,1,Jan,4,Thu,2
765,2010-01-15,17.629998999999998,19.02,17.629998999999998,17.91,0,17.91,2010,1,Jan,5,Fri,2
766,2010-01-19,18.629998999999998,18.85,17.33,17.58,0,17.58,2010,1,Jan,2,Tue,3
767,2010-01-20,18.51,19.690001000000002,18.440001000000002,18.68,0,18.68,2010,1,Jan,3,Wed,3
768,2010-01-21,18.59,22.299999,18.27,22.27,0,22.27,2010,1,Jan,4,Thu,3
769,2010-01-22,22.27,28.01,22.27,27.309998999999998,0,27.309998999999998,2010,1,Jan,5,Fri,3
770,2010-01-25,27.32,27.32,24.610001,25.41,0,25.41,2010,1,Jan,1,Mon,4
771,2010-01-26,26.030001000000002,26.219998999999998,22.77,24.549999,0,24.549999,2010,1,Jan,2,Tue,4
772,2010-01-27,24.809998999999998,25.690001000000002,23.139999,23.139999,0,23.139999,2010,1,Jan,3,Wed,4
773,2010-01-28,22.790001,25.299999,22.690001000000002,23.73,0,23.73,2010,1,Jan,4,Thu,4
774,2010-01-29,23.73,25.030001000000002,22.110001,24.620001000000002,0,24.620001000000002,2010,1,Jan,5,Fri,4
775,2010-02-01,24.33,24.33,22.58,22.59,0,22.59,2010,2,Feb,1,Mon,5
776,2010-02-02,22.59,22.99,21.08,21.48,0,21.48,2010,2,Feb,2,Tue,5
777,2010-02-03,22.110001,22.110001,21.33,21.6,0,21.6,2010,2,Feb,3,Wed,5
778,2010-02-04,22.629998999999998,26.32,22.629998999999998,26.08,0,26.08,2010,2,Feb,4,Thu,5
779,2010-02-05,25.690001000000002,29.219998999999998,25.370001000000002,26.110001,0,26.110001,2010,2,Feb,5,Fri,5
780,2010-02-08,26.110001,27.110001,25.48,26.51,0,26.51,2010,2,Feb,1,Mon,6
781,2010-02-09,26.51,26.559998999999998,24.780001000000002,26.0,0,26.0,2010,2,Feb,2,Tue,6
782,2010-02-10,26.360001,26.77,24.799999,25.4,0,25.4,2010,2,Feb,3,Wed,6
783,2010-02-11,25.82,26.110001,23.870001000000002,23.959999,0,23.959999,2010,2,Feb,4,Thu,6
784,2010-02-12,23.959999,25.540001,22.73,22.73,0,22.73,2010,2,Feb,5,Fri,6
785,2010-02-16,23.51,23.57,22.129998999999998,22.25,0,22.25,2010,2,Feb,2,Tue,7
786,2010-02-17,22.469998999999998,22.6,21.700001,21.719998999999998,0,21.719998999999998,2010,2,Feb,3,Wed,7
787,2010-02-18,21.719998999999998,22.209999,20.6,20.629998999999998,0,20.629998999999998,2010,2,Feb,4,Thu,7
788,2010-02-19,21.07,21.139999,19.709999,20.02,0,20.02,2010,2,Feb,5,Fri,7
789,2010-02-22,20.16,21.0,19.59,19.940001000000002,0,19.940001000000002,2010,2,Feb,1,Mon,8
790,2010-02-23,20.389999,21.940001000000002,20.059998999999998,21.370001000000002,0,21.370001000000002,2010,2,Feb,2,Tue,8
791,2010-02-24,21.23,21.58,20.219998999999998,20.27,0,20.27,2010,2,Feb,3,Wed,8
792,2010-02-25,22.030001000000002,22.68,20.059998999999998,20.1,0,20.1,2010,2,Feb,4,Thu,8
793,2010-02-26,19.879998999999998,20.530001000000002,19.32,19.5,0,19.5,2010,2,Feb,5,Fri,8
794,2010-03-01,19.93,19.940001000000002,19.18,19.26,0,19.26,2010,3,Mar,1,Mon,9
795,2010-03-02,18.83,19.360001,18.6,19.059998999999998,0,19.059998999999998,2010,3,Mar,2,Tue,9
796,2010-03-03,18.950001,19.299999,18.42,18.83,0,18.83,2010,3,Mar,3,Wed,9
797,2010-03-04,18.860001,19.27,18.58,18.719998999999998,0,18.719998999999998,2010,3,Mar,4,Thu,9
798,2010-03-05,18.059998999999998,18.15,17.23,17.42,0,17.42,2010,3,Mar,5,Fri,9
799,2010-03-08,17.950001,17.959999,17.559998999999998,17.790001,0,17.790001,2010,3,Mar,1,Mon,10
800,2010-03-09,18.18,18.190001000000002,17.51,17.92,0,17.92,2010,3,Mar,2,Tue,10
801,2010-03-10,18.0,18.6,17.43,18.57,0,18.57,2010,3,Mar,3,Wed,10
802,2010-03-11,18.9,19.34,18.059998999999998,18.059998999999998,0,18.059998999999998,2010,3,Mar,4,Thu,10
803,2010-03-12,17.969998999999998,18.530001000000002,17.58,17.58,0,17.58,2010,3,Mar,5,Fri,10
804,2010-03-15,18.280001000000002,18.780001000000002,17.959999,18.0,0,18.0,2010,3,Mar,1,Mon,11
805,2010-03-16,17.780001000000002,18.01,17.42,17.690001000000002,0,17.690001000000002,2010,3,Mar,2,Tue,11
806,2010-03-17,16.969998999999998,17.17,16.52,16.91,0,16.91,2010,3,Mar,3,Wed,11
807,2010-03-18,16.959999,16.99,16.309998999999998,16.620001000000002,0,16.620001000000002,2010,3,Mar,4,Thu,11
808,2010-03-19,16.17,17.57,16.17,16.969998999999998,0,16.969998999999998,2010,3,Mar,5,Fri,11
809,2010-03-22,18.299999,18.34,16.77,16.870001000000002,0,16.870001000000002,2010,3,Mar,1,Mon,12
810,2010-03-23,16.84,17.09,16.209999,16.35,0,16.35,2010,3,Mar,2,Tue,12
811,2010-03-24,16.85,17.92,16.83,17.549999,0,17.549999,2010,3,Mar,3,Wed,12
812,2010-03-25,17.07,18.540001,16.620001000000002,18.4,0,18.4,2010,3,Mar,4,Thu,12
813,2010-03-26,18.27,18.690001000000002,17.35,17.77,0,17.77,2010,3,Mar,5,Fri,12
814,2010-03-29,18.17,18.280001000000002,17.57,17.59,0,17.59,2010,3,Mar,1,Mon,13
815,2010-03-30,17.639999,18.08,17.129998999999998,17.129998999999998,0,17.129998999999998,2010,3,Mar,2,Tue,13
816,2010-03-31,17.66,17.92,17.290001,17.59,0,17.59,2010,3,Mar,3,Wed,13
817,2010-04-01,17.01,18.09,16.790001,17.469998999999998,0,17.469998999999998,2010,4,Apr,4,Thu,13
818,2010-04-05,17.959999,18.16,17.02,17.02,0,17.02,2010,4,Apr,1,Mon,14
819,2010-04-06,17.389999,17.540001,16.08,16.23,0,16.23,2010,4,Apr,2,Tue,14
820,2010-04-07,16.719998999999998,17.209999,16.16,16.620001000000002,0,16.620001000000002,2010,4,Apr,3,Wed,14
821,2010-04-08,17.209999,17.799999,16.299999,16.48,0,16.48,2010,4,Apr,4,Thu,14
822,2010-04-09,16.32,16.65,16.059998999999998,16.139999,0,16.139999,2010,4,Apr,5,Fri,14
823,2010-04-12,15.67,16.0,15.23,15.58,0,15.58,2010,4,Apr,1,Mon,15
824,2010-04-13,15.98,16.77,15.81,16.200001,0,16.200001,2010,4,Apr,2,Tue,15
825,2010-04-14,15.8,16.379998999999998,15.55,15.59,0,15.59,2010,4,Apr,3,Wed,15
826,2010-04-15,15.87,16.5,15.68,15.89,0,15.89,2010,4,Apr,4,Thu,15
827,2010-04-16,16.190001000000002,19.700001,16.110001,18.360001,0,18.360001,2010,4,Apr,5,Fri,15
828,2010-04-19,19.139999,19.549999,17.34,17.34,0,17.34,2010,4,Apr,1,Mon,16
829,2010-04-20,16.84,16.889999,15.73,15.73,0,15.73,2010,4,Apr,2,Tue,16
830,2010-04-21,15.94,16.85,15.5,16.32,0,16.32,2010,4,Apr,3,Wed,16
831,2010-04-22,17.48,18.190001000000002,16.200001,16.469998999999998,0,16.469998999999998,2010,4,Apr,4,Thu,16
832,2010-04-23,16.620001000000002,16.709999,16.120001000000002,16.620001000000002,0,16.620001000000002,2010,4,Apr,5,Fri,16
833,2010-04-26,17.52,17.530001000000002,17.07,17.469998999999998,0,17.469998999999998,2010,4,Apr,1,Mon,17
834,2010-04-27,18.129998999999998,23.200001,17.940001000000002,22.809998999999998,0,22.809998999999998,2010,4,Apr,2,Tue,17
835,2010-04-28,22.08,23.030001000000002,20.860001,21.08,0,21.08,2010,4,Apr,3,Wed,17
836,2010-04-29,20.370001000000002,20.370001000000002,18.440001000000002,18.440001000000002,0,18.440001000000002,2010,4,Apr,4,Thu,17
837,2010-04-30,18.75,22.389999,18.41,22.049999,0,22.049999,2010,4,Apr,5,Fri,17
838,2010-05-03,22.41,22.41,19.610001,20.190001000000002,0,20.190001000000002,2010,5,May,1,Mon,18
839,2010-05-04,22.459999,25.700001,22.459999,23.84,0,23.84,2010,5,May,2,Tue,18
840,2010-05-05,25.959999,27.23,23.75,24.91,0,24.91,2010,5,May,3,Wed,18
841,2010-05-06,25.879998999999998,40.709998999999996,24.43,32.799999,0,32.799999,2010,5,May,4,Thu,18
842,2010-05-07,32.759997999999996,42.150002,31.709999,40.950001,0,40.950001,2010,5,May,5,Fri,18
843,2010-05-10,28.65,30.889999,25.68,28.84,0,28.84,2010,5,May,1,Mon,19
844,2010-05-11,31.040001,31.040001,25.860001,28.32,0,28.32,2010,5,May,2,Tue,19
845,2010-05-12,26.559998999999998,26.67,24.98,25.52,0,25.52,2010,5,May,3,Wed,19
846,2010-05-13,26.17,26.85,24.299999,26.68,0,26.68,2010,5,May,4,Thu,19
847,2010-05-14,28.4,33.240002000000004,28.4,31.24,0,31.24,2010,5,May,5,Fri,19
848,2010-05-17,31.33,35.25,30.76,30.84,0,30.84,2010,5,May,1,Mon,20
849,2010-05-18,28.67,34.169998,28.09,33.549999,0,33.549999,2010,5,May,2,Tue,20
850,2010-05-19,34.650002,38.419998,33.07,35.32,0,35.32,2010,5,May,3,Wed,20
