,purchase_time,purchase_date,quantity
1350,2017-05-29 19:12:01,2017-05-29 00:00:00,14
1351,2017-06-03 16:21:36,2017-06-03 00:00:00,1
1352,2017-05-16 16:01:38,2017-05-16 00:00:00,9
1353,2017-05-01 11:19:07,2017-05-01 00:00:00,5
1354,2017-06-07 09:34:22,2017-06-07 00:00:00,12
1355,2017-05-17 16:08:55,2017-05-17 00:00:00,7
1356,2017-05-23 12:54:51,2017-05-23 00:00:00,6
1357,2017-05-04 11:01:02,2017-05-04 00:00:00,1
1358,2017-06-03 14:32:47,2017-06-03 00:00:00,11
1359,2017-06-05 22:38:53,2017-06-05 00:00:00,11
1360,2017-05-29 23:34:35,2017-05-29 00:00:00,11
1361,2017-05-08 13:05:01,2017-05-08 00:00:00,7
1362,2017-06-04 19:55:30,2017-06-04 00:00:00,5
1363,2017-05-02 15:04:19,2017-05-02 00:00:00,6
1364,2017-06-05 07:01:35,2017-06-05 00:00:00,2
1365,2017-06-08 01:01:01,2017-06-08 00:00:00,11
1366,2017-06-05 17:34:50,2017-06-05 00:00:00,1
1367,2017-05-03 23:01:50,2017-05-03 00:00:00,11
1368,2017-06-10 03:30:49,2017-06-10 00:00:00,2
1369,2017-05-22 10:11:04,2017-05-22 00:00:00,13
1370,2017-05-25 17:22:57,2017-05-25 00:00:00,13
1371,2017-05-20 09:56:04,2017-05-20 00:00:00,2
1372,2017-05-02 00:38:57,2017-05-02 00:00:00,4
1373,2017-05-13 14:36:03,2017-05-13 00:00:00,2
1374,2017-05-03 09:33:59,2017-05-03 00:00:00,13
1375,2017-06-03 09:57:33,2017-06-03 00:00:00,5
1376,2017-05-29 21:46:58,2017-05-29 00:00:00,14
1377,2017-05-17 09:07:59,2017-05-17 00:00:00,7
1378,2017-05-30 18:18:37,2017-05-30 00:00:00,13
1379,2017-06-08 11:45:38,2017-06-08 00:00:00,4
1380,2017-06-05 22:37:25,2017-06-05 00:00:00,1
1381,2017-05-02 15:37:00,2017-05-02 00:00:00,7
1382,2017-05-15 12:51:44,2017-05-15 00:00:00,12
1383,2017-06-13 03:31:45,2017-06-13 00:00:00,10
1384,2017-05-22 19:23:10,2017-05-22 00:00:00,7
1385,2017-05-14 21:45:11,2017-05-14 00:00:00,12
1386,2017-05-22 21:17:02,2017-05-22 00:00:00,2
1387,2017-05-13 16:53:15,2017-05-13 00:00:00,9
1388,2017-06-04 22:31:24,2017-06-04 00:00:00,3
1389,2017-06-09 10:55:56,2017-06-09 00:00:00,7
1390,2017-05-19 14:41:31,2017-05-19 00:00:00,2
1391,2017-05-12 10:11:53,2017-05-12 00:00:00,6
1392,2017-05-18 19:43:07,2017-05-18 00:00:00,12
1393,2017-05-21 20:42:09,2017-05-21 00:00:00,12
1394,2017-05-08 16:25:25,2017-05-08 00:00:00,12
1395,2017-06-11 17:50:18,2017-06-11 00:00:00,14
1396,2017-05-23 18:39:50,2017-05-23 00:00:00,11
1397,2017-05-21 19:55:20,2017-05-21 00:00:00,10
1398,2017-05-12 11:19:47,2017-05-12 00:00:00,7
1399,2017-05-14 14:56:54,2017-05-14 00:00:00,4
1400,2017-06-07 09:53:30,2017-06-07 00:00:00,4
1401,2017-06-11 20:29:56,2017-06-11 00:00:00,4
1402,2017-06-06 22:54:12,2017-06-06 00:00:00,13
1403,2017-05-03 17:57:29,2017-05-03 00:00:00,3
1404,2017-06-12 10:16:40,2017-06-12 00:00:00,10
1405,2017-06-15 13:24:29,2017-06-15 00:00:00,5
1406,2017-05-03 18:26:18,2017-05-03 00:00:00,4
1407,2017-06-13 09:46:55,2017-06-13 00:00:00,7
1408,2017-05-25 22:26:45,2017-05-25 00:00:00,12
1409,2017-05-23 08:19:35,2017-05-23 00:00:00,1
1410,2017-06-15 01:15:36,2017-06-15 00:00:00,10
1411,2017-06-01 07:48:03,2017-06-01 00:00:00,12
1412,2017-05-13 11:46:29,2017-05-13 00:00:00,6
1413,2017-05-11 22:41:40,2017-05-11 00:00:00,9
1414,2017-06-12 13:20:35,2017-06-12 00:00:00,5
1415,2017-06-04 12:05:34,2017-06-04 00:00:00,4
1416,2017-05-09 14:08:00,2017-05-09 00:00:00,11
1417,2017-05-21 15:38:06,2017-05-21 00:00:00,2
1418,2017-05-25 11:58:23,2017-05-25 00:00:00,11
1419,2017-05-11 16:19:03,2017-05-11 00:00:00,4
1420,2017-05-09 12:33:38,2017-05-09 00:00:00,10
1421,2017-05-25 09:31:14,2017-05-25 00:00:00,2
1422,2017-06-03 21:47:33,2017-06-03 00:00:00,14
1423,2017-06-13 21:21:05,2017-06-13 00:00:00,7
1424,2017-05-24 14:14:36,2017-05-24 00:00:00,1
1425,2017-05-27 19:49:09,2017-05-27 00:00:00,6
1426,2017-05-12 12:16:26,2017-05-12 00:00:00,4
1427,2017-05-31 16:51:41,2017-05-31 00:00:00,4
1428,2017-05-13 21:24:23,2017-05-13 00:00:00,6
1429,2017-05-21 19:14:44,2017-05-21 00:00:00,8
1430,2017-06-05 16:10:10,2017-06-05 00:00:00,1
1431,2017-05-07 19:40:53,2017-05-07 00:00:00,1
1432,2017-05-20 09:12:14,2017-05-20 00:00:00,7
1433,2017-06-06 10:56:13,2017-06-06 00:00:00,14
1434,2017-06-02 22:00:00,2017-06-02 00:00:00,9
1435,2017-05-11 11:03:40,2017-05-11 00:00:00,5
1436,2017-05-22 21:09:32,2017-05-22 00:00:00,13
1437,2017-05-10 11:43:18,2017-05-10 00:00:00,14
1438,2017-05-06 15:00:57,2017-05-06 00:00:00,13
1439,2017-05-08 15:26:22,2017-05-08 00:00:00,7
1440,2017-06-14 23:30:41,2017-06-14 00:00:00,8
1441,2017-05-02 15:33:23,2017-05-02 00:00:00,12
1442,2017-05-05 19:53:12,2017-05-05 00:00:00,3
1443,2017-05-17 18:00:42,2017-05-17 00:00:00,1
1444,2017-05-13 11:32:31,2017-05-13 00:00:00,14
1445,2017-05-15 20:14:12,2017-05-15 00:00:00,3
1446,2017-06-14 15:16:09,2017-06-14 00:00:00,8
1447,2017-05-01 16:56:37,2017-05-01 00:00:00,1
1448,2017-05-10 17:02:46,2017-05-10 00:00:00,10
1449,2017-05-18 20:26:57,2017-05-18 00:00:00,11
1450,2017-06-13 11:46:11,2017-06-13 00:00:00,3
1451,2017-06-12 13:30:45,2017-06-12 00:00:00,2
1452,2017-05-27 15:20:50,2017-05-27 00:00:00,7
1453,2017-05-24 18:48:37,2017-05-24 00:00:00,4
1454,2017-05-04 13:10:28,2017-05-04 00:00:00,13
1455,2017-05-23 22:15:52,2017-05-23 00:00:00,4
1456,2017-06-02 12:11:15,2017-06-02 00:00:00,13
1457,2017-06-11 08:42:30,2017-06-11 00:00:00,8
1458,2017-05-27 22:45:48,2017-05-27 00:00:00,1
1459,2017-05-29 08:19:41,2017-05-29 00:00:00,7
1460,2017-06-12 15:31:06,2017-06-12 00:00:00,5
1461,2017-05-12 22:41:20,2017-05-12 00:00:00,12
1462,2017-06-05 09:40:49,2017-06-05 00:00:00,4
1463,2017-05-29 10:01:24,2017-05-29 00:00:00,3
1464,2017-05-05 20:33:45,2017-05-05 00:00:00,11
1465,2017-05-17 11:44:15,2017-05-17 00:00:00,6
1466,2017-05-29 14:25:25,2017-05-29 00:00:00,6
1467,2017-06-13 21:12:19,2017-06-13 00:00:00,11
1468,2017-05-19 17:08:03,2017-05-19 00:00:00,2
1469,2017-06-07 17:43:32,2017-06-07 00:00:00,14
1470,2017-05-29 10:44:01,2017-05-29 00:00:00,1
1471,2017-05-23 16:37:31,2017-05-23 00:00:00,5
1472,2017-06-06 21:25:22,2017-06-06 00:00:00,9
1473,2017-05-16 10:55:20,2017-05-16 00:00:00,5
1474,2017-05-02 20:52:16,2017-05-02 00:00:00,10
1475,2017-05-29 20:51:34,2017-05-29 00:00:00,11
1476,2017-06-14 21:24:04,2017-06-14 00:00:00,12
1477,2017-05-30 14:27:05,2017-05-30 00:00:00,14
1478,2017-05-03 21:22:56,2017-05-03 00:00:00,13
1479,2017-05-27 00:45:45,2017-05-27 00:00:00,11
1480,2017-05-01 18:43:06,2017-05-01 00:00:00,1
1481,2017-06-14 12:25:49,2017-06-14 00:00:00,6
1482,2017-05-27 23:09:15,2017-05-27 00:00:00,8
1483,2017-05-09 11:20:30,2017-05-09 00:00:00,9
1484,2017-06-12 16:19:47,2017-06-12 00:00:00,5
1485,2017-05-15 11:49:59,2017-05-15 00:00:00,1
1486,2017-06-13 09:50:50,2017-06-13 00:00:00,14
1487,2017-05-03 21:49:35,2017-05-03 00:00:00,3
1488,2017-06-08 15:00:40,2017-06-08 00:00:00,1
1489,2017-05-27 12:54:36,2017-05-27 00:00:00,14
1490,2017-05-18 23:45:34,2017-05-18 00:00:00,3
1491,2017-06-14 09:15:07,2017-06-14 00:00:00,11
1492,2017-05-29 17:18:42,2017-05-29 00:00:00,8
1493,2017-05-17 13:57:00,2017-05-17 00:00:00,11
1494,2017-06-06 20:22:53,2017-06-06 00:00:00,13
1495,2017-05-01 23:12:01,2017-05-01 00:00:00,2
1496,2017-05-26 12:51:19,2017-05-26 00:00:00,3
1497,2017-06-08 01:11:03,2017-06-08 00:00:00,4
1498,2017-05-18 15:15:28,2017-05-18 00:00:00,2
1499,2017-06-10 12:16:30,2017-06-10 00:00:00,12
1500,2017-06-01 00:41:00,2017-06-01 00:00:00,1
1501,2017-06-10 09:18:32,2017-06-10 00:00:00,5
1502,2017-06-05 18:47:22,2017-06-05 00:00:00,9
1503,2017-05-17 18:24:42,2017-05-17 00:00:00,9
1504,2017-05-14 12:51:53,2017-05-14 00:00:00,4
1505,2017-06-06 16:17:53,2017-06-06 00:00:00,2
1506,2017-06-15 08:21:27,2017-06-15 00:00:00,5
1507,2017-05-16 22:52:41,2017-05-16 00:00:00,1
1508,2017-05-28 16:33:20,2017-05-28 00:00:00,6
1509,2017-05-05 17:00:44,2017-05-05 00:00:00,5
1510,2017-06-13 13:34:48,2017-06-13 00:00:00,9
1511,2017-05-25 23:52:40,2017-05-25 00:00:00,6
1512,2017-05-12 09:24:26,2017-05-12 00:00:00,5
1513,2017-06-09 22:48:56,2017-06-09 00:00:00,14
1514,2017-06-09 11:12:56,2017-06-09 00:00:00,1
1515,2017-05-02 02:16:43,2017-05-02 00:00:00,2
1516,2017-05-01 15:16:30,2017-05-01 00:00:00,1
1517,2017-05-12 11:18:27,2017-05-12 00:00:00,8
1518,2017-05-15 18:38:40,2017-05-15 00:00:00,11
1519,2017-05-14 22:58:59,2017-05-14 00:00:00,12
1520,2017-05-23 20:17:09,2017-05-23 00:00:00,13
1521,2017-05-10 20:04:09,2017-05-10 00:00:00,14
1522,2017-05-04 10:32:13,2017-05-04 00:00:00,9
1523,2017-05-21 23:59:45,2017-05-21 00:00:00,5
1524,2017-05-21 19:07:46,2017-05-21 00:00:00,3
1525,2017-05-07 13:59:55,2017-05-07 00:00:00,8
1526,2017-06-06 14:54:05,2017-06-06 00:00:00,12
1527,2017-05-27 22:15:25,2017-05-27 00:00:00,5
1528,2017-06-13 15:24:51,2017-06-13 00:00:00,2
1529,2017-05-10 15:56:20,2017-05-10 00:00:00,5
1530,2017-05-25 08:08:14,2017-05-25 00:00:00,6
1531,2017-06-10 00:11:20,2017-06-10 00:00:00,6
1532,2017-05-21 12:50:58,2017-05-21 00:00:00,5
1533,2017-06-08 00:06:50,2017-06-08 00:00:00,3
1534,2017-05-02 15:56:35,2017-05-02 00:00:00,1
1535,2017-05-22 12:52:51,2017-05-22 00:00:00,14
1536,2017-05-11 17:10:38,2017-05-11 00:00:00,10
1537,2017-05-14 11:03:38,2017-05-14 00:00:00,7
1538,2017-05-16 18:49:31,2017-05-16 00:00:00,5
1539,2017-05-06 08:54:37,2017-05-06 00:00:00,10
1540,2017-06-14 23:00:51,2017-06-14 00:00:00,11
1541,2017-05-21 11:02:17,2017-05-21 00:00:00,4
1542,2017-05-11 13:16:20,2017-05-11 00:00:00,11
1543,2017-06-13 22:01:24,2017-06-13 00:00:00,2
1544,2017-05-19 13:06:23,2017-05-19 00:00:00,14
1545,2017-05-05 01:49:17,2017-05-05 00:00:00,11
1546,2017-06-04 17:16:08,2017-06-04 00:00:00,12
1547,2017-05-17 21:33:10,2017-05-17 00:00:00,13
1548,2017-05-19 10:26:04,2017-05-19 00:00:00,3
1549,2017-05-27 21:29:28,2017-05-27 00:00:00,12
1550,2017-05-25 12:44:54,2017-05-25 00:00:00,7
1551,2017-05-30 20:55:32,2017-05-30 00:00:00,12
1552,2017-05-29 23:06:05,2017-05-29 00:00:00,6
1553,2017-06-12 22:25:28,2017-06-12 00:00:00,8
1554,2017-06-01 20:58:30,2017-06-01 00:00:00,1
1555,2017-05-10 17:04:35,2017-05-10 00:00:00,1
1556,2017-05-31 12:51:54,2017-05-31 00:00:00,3
1557,2017-05-25 10:07:59,2017-05-25 00:00:00,1
1558,2017-05-08 09:29:05,2017-05-08 00:00:00,11
1559,2017-05-25 00:47:57,2017-05-25 00:00:00,10
1560,2017-05-23 19:30:30,2017-05-23 00:00:00,6
1561,2017-06-06 14:29:03,2017-06-06 00:00:00,4
1562,2017-05-31 21:47:11,2017-05-31 00:00:00,6
1563,2017-05-06 14:58:37,2017-05-06 00:00:00,13
1564,2017-06-01 21:36:59,2017-06-01 00:00:00,5
1565,2017-05-26 11:07:08,2017-05-26 00:00:00,4
1566,2017-05-24 14:58:20,2017-05-24 00:00:00,10
1567,2017-05-21 08:01:38,2017-05-21 00:00:00,4
1568,2017-05-25 11:22:02,2017-05-25 00:00:00,2
1569,2017-05-12 13:08:11,2017-05-12 00:00:00,3
1570,2017-05-29 16:55:52,2017-05-29 00:00:00,8
1571,2017-06-09 11:41:47,2017-06-09 00:00:00,13
1572,2017-05-25 21:25:09,2017-05-25 00:00:00,2
1573,2017-05-10 09:42:14,2017-05-10 00:00:00,14
1574,2017-05-29 22:07:26,2017-05-29 00:00:00,5
1575,2017-05-03 13:59:24,2017-05-03 00:00:00,3
1576,2017-05-17 22:26:06,2017-05-17 00:00:00,12
1577,2017-06-12 07:38:17,2017-06-12 00:00:00,4
1578,2017-05-19 18:35:57,2017-05-19 00:00:00,3
1579,2017-05-07 11:35:07,2017-05-07 00:00:00,14
1580,2017-06-05 23:56:59,2017-06-05 00:00:00,10
1581,2017-05-17 15:44:53,2017-05-17 00:00:00,5
1582,2017-05-03 14:34:16,2017-05-03 00:00:00,10
1583,2017-05-29 12:56:34,2017-05-29 00:00:00,4
1584,2017-05-19 18:36:42,2017-05-19 00:00:00,8
1585,2017-06-01 17:05:44,2017-06-01 00:00:00,11
1586,2017-05-21 12:05:27,2017-05-21 00:00:00,14
1587,2017-05-04 15:49:08,2017-05-04 00:00:00,4
1588,2017-05-05 21:51:58,2017-05-05 00:00:00,14
1589,2017-06-14 23:45:18,2017-06-14 00:00:00,7
1590,2017-05-01 21:42:43,2017-05-01 00:00:00,14
1591,2017-05-08 14:54:31,2017-05-08 00:00:00,8
1592,2017-05-06 11:09:15,2017-05-06 00:00:00,7
1593,2017-06-07 20:32:48,2017-06-07 00:00:00,9
1594,2017-05-26 12:42:35,2017-05-26 00:00:00,3
1595,2017-05-19 18:43:08,2017-05-19 00:00:00,14
1596,2017-05-07 20:00:24,2017-05-07 00:00:00,9
1597,2017-05-09 16:16:19,2017-05-09 00:00:00,11
1598,2017-06-02 21:55:08,2017-06-02 00:00:00,2
1599,2017-06-05 11:43:36,2017-06-05 00:00:00,12
1600,2017-05-21 14:17:05,2017-05-21 00:00:00,2
1601,2017-05-14 15:55:37,2017-05-14 00:00:00,1
1602,2017-05-06 14:07:21,2017-05-06 00:00:00,8
1603,2017-05-08 12:15:17,2017-05-08 00:00:00,11
1604,2017-05-11 02:34:52,2017-05-11 00:00:00,5
1605,2017-05-19 15:14:57,2017-05-19 00:00:00,8
1606,2017-06-11 23:08:55,2017-06-11 00:00:00,3
1607,2017-05-26 14:46:07,2017-05-26 00:00:00,1
1608,2017-05-09 21:45:55,2017-05-09 00:00:00,6
1609,2017-06-15 17:58:25,2017-06-15 00:00:00,2
1610,2017-05-14 23:54:01,2017-05-14 00:00:00,4
1611,2017-05-15 17:50:19,2017-05-15 00:00:00,8
1612,2017-06-01 18:49:16,2017-06-01 00:00:00,5
1613,2017-05-11 16:33:46,2017-05-11 00:00:00,9
1614,2017-05-18 18:10:03,2017-05-18 00:00:00,5
1615,2017-05-17 18:04:39,2017-05-17 00:00:00,2
1616,2017-05-05 23:41:13,2017-05-05 00:00:00,1
1617,2017-06-08 19:55:30,2017-06-08 00:00:00,8
1618,2017-05-01 19:27:31,2017-05-01 00:00:00,13
1619,2017-05-19 19:00:36,2017-05-19 00:00:00,3
1620,2017-06-08 16:46:35,2017-06-08 00:00:00,14
1621,2017-05-02 17:51:28,2017-05-02 00:00:00,11
1622,2017-05-28 21:45:01,2017-05-28 00:00:00,5
1623,2017-05-12 12:38:05,2017-05-12 00:00:00,2
1624,2017-05-03 09:27:42,2017-05-03 00:00:00,5
1625,2017-05-26 12:17:06,2017-05-26 00:00:00,2
1626,2017-06-14 19:28:01,2017-06-14 00:00:00,13
1627,2017-05-18 14:38:08,2017-05-18 00:00:00,4
1628,2017-05-29 18:50:57,2017-05-29 00:00:00,8
1629,2017-05-30 20:06:02,2017-05-30 00:00:00,1
1630,2017-05-11 14:58:59,2017-05-11 00:00:00,1
1631,2017-05-09 10:34:29,2017-05-09 00:00:00,3
1632,2017-06-11 18:30:16,2017-06-11 00:00:00,2
1633,2017-06-05 20:52:34,2017-06-05 00:00:00,8
1634,2017-06-13 15:50:51,2017-06-13 00:00:00,4
1635,2017-05-19 15:28:55,2017-05-19 00:00:00,2
1636,2017-05-06 23:29:14,2017-05-06 00:00:00,1
1637,2017-05-28 15:54:02,2017-05-28 00:00:00,10
1638,2017-05-29 10:25:47,2017-05-29 00:00:00,13
1639,2017-05-10 12:21:59,2017-05-10 00:00:00,5
1640,2017-06-13 13:34:19,2017-06-13 00:00:00,8
1641,2017-05-30 17:29:14,2017-05-30 00:00:00,13
1642,2017-05-25 22:40:09,2017-05-25 00:00:00,10
1643,2017-06-06 14:01:29,2017-06-06 00:00:00,11
1644,2017-05-12 14:48:10,2017-05-12 00:00:00,9
1645,2017-06-14 13:30:35,2017-06-14 00:00:00,3
1646,2017-06-02 21:52:23,2017-06-02 00:00:00,8
1647,2017-05-13 09:03:16,2017-05-13 00:00:00,9
1648,2017-05-05 07:48:46,2017-05-05 00:00:00,1
1649,2017-06-04 20:27:06,2017-06-04 00:00:00,7
1650,2017-05-22 00:05:53,2017-05-22 00:00:00,9
1651,2017-05-03 16:58:47,2017-05-03 00:00:00,7
1652,2017-06-11 17:31:42,2017-06-11 00:00:00,3
1653,2017-05-19 09:41:21,2017-05-19 00:00:00,11
1654,2017-05-07 14:26:53,2017-05-07 00:00:00,14
1655,2017-06-02 11:06:09,2017-06-02 00:00:00,5
1656,2017-06-12 20:44:04,2017-06-12 00:00:00,14
1657,2017-05-04 14:30:51,2017-05-04 00:00:00,4
1658,2017-05-27 10:44:41,2017-05-27 00:00:00,1
1659,2017-06-04 12:09:59,2017-06-04 00:00:00,8
1660,2017-06-10 22:12:09,2017-06-10 00:00:00,7
1661,2017-05-05 14:15:32,2017-05-05 00:00:00,9
1662,2017-06-09 15:50:50,2017-06-09 00:00:00,6
1663,2017-05-14 21:17:41,2017-05-14 00:00:00,7
1664,2017-05-31 00:28:32,2017-05-31 00:00:00,8
1665,2017-05-24 08:26:19,2017-05-24 00:00:00,8
1666,2017-06-05 09:23:16,2017-06-05 00:00:00,6
1667,2017-05-19 19:34:36,2017-05-19 00:00:00,10
1668,2017-05-08 11:45:34,2017-05-08 00:00:00,9
1669,2017-06-07 17:24:53,2017-06-07 00:00:00,9
1670,2017-05-18 15:42:24,2017-05-18 00:00:00,7
1671,2017-05-21 19:14:44,2017-05-21 00:00:00,11
1672,2017-05-28 20:41:16,2017-05-28 00:00:00,4
1673,2017-06-11 06:08:31,2017-06-11 00:00:00,3
1674,2017-05-25 23:08:04,2017-05-25 00:00:00,14
1675,2017-05-30 20:39:31,2017-05-30 00:00:00,14
1676,2017-05-28 16:05:32,2017-05-28 00:00:00,11
1677,2017-06-14 01:00:14,2017-06-14 00:00:00,8
1678,2017-05-04 09:02:38,2017-05-04 00:00:00,2
1679,2017-05-05 19:06:14,2017-05-05 00:00:00,14
1680,2017-05-08 09:08:43,2017-05-08 00:00:00,3
1681,2017-05-24 16:51:44,2017-05-24 00:00:00,13
1682,2017-05-18 17:33:09,2017-05-18 00:00:00,6
1683,2017-05-05 13:48:02,2017-05-05 00:00:00,5
1684,2017-05-31 15:39:51,2017-05-31 00:00:00,11
1685,2017-05-03 20:13:43,2017-05-03 00:00:00,6
1686,2017-05-06 22:26:44,2017-05-06 00:00:00,14
1687,2017-05-02 13:35:51,2017-05-02 00:00:00,11
1688,2017-05-20 07:49:33,2017-05-20 00:00:00,8
1689,2017-06-09 14:08:53,2017-06-09 00:00:00,8
1690,2017-05-15 20:22:26,2017-05-15 00:00:00,2
1691,2017-05-03 11:24:08,2017-05-03 00:00:00,5
1692,2017-05-06 16:59:23,2017-05-06 00:00:00,3
1693,2017-06-07 21:41:14,2017-06-07 00:00:00,3
1694,2017-05-08 19:54:09,2017-05-08 00:00:00,7
1695,2017-06-11 20:20:40,2017-06-11 00:00:00,12
1696,2017-05-21 22:38:51,2017-05-21 00:00:00,12
1697,2017-06-06 18:09:37,2017-06-06 00:00:00,9
1698,2017-06-13 09:18:30,2017-06-13 00:00:00,14
1699,2017-06-15 23:13:26,2017-06-15 00:00:00,2
1700,2017-05-08 14:09:36,2017-05-08 00:00:00,12
1701,2017-06-04 18:45:18,2017-06-04 00:00:00,9
1702,2017-05-17 16:12:44,2017-05-17 00:00:00,11
1703,2017-05-19 01:03:40,2017-05-19 00:00:00,12
1704,2017-05-24 11:25:23,2017-05-24 00:00:00,5
1705,2017-05-24 11:48:38,2017-05-24 00:00:00,5
1706,2017-05-27 21:10:18,2017-05-27 00:00:00,3
1707,2017-05-25 10:56:40,2017-05-25 00:00:00,9
1708,2017-05-06 00:20:48,2017-05-06 00:00:00,14
1709,2017-05-28 19:44:31,2017-05-28 00:00:00,14
1710,2017-05-29 20:23:35,2017-05-29 00:00:00,14
1711,2017-05-29 22:06:23,2017-05-29 00:00:00,6
1712,2017-05-17 10:26:23,2017-05-17 00:00:00,14
1713,2017-05-11 17:15:48,2017-05-11 00:00:00,13
1714,2017-06-13 16:50:49,2017-06-13 00:00:00,4
1715,2017-05-03 12:13:55,2017-05-03 00:00:00,6
1716,2017-05-05 15:03:09,2017-05-05 00:00:00,6
1717,2017-06-09 11:25:09,2017-06-09 00:00:00,12
1718,2017-05-21 11:23:41,2017-05-21 00:00:00,4
1719,2017-06-05 21:45:25,2017-06-05 00:00:00,2
1720,2017-05-02 22:26:38,2017-05-02 00:00:00,5
1721,2017-06-13 15:29:23,2017-06-13 00:00:00,10
1722,2017-05-04 09:26:53,2017-05-04 00:00:00,3
1723,2017-06-07 15:22:25,2017-06-07 00:00:00,4
1724,2017-05-31 13:04:04,2017-05-31 00:00:00,3
1725,2017-05-29 13:04:08,2017-05-29 00:00:00,6
1726,2017-05-13 20:44:54,2017-05-13 00:00:00,3
1727,2017-05-07 20:39:35,2017-05-07 00:00:00,10
1728,2017-06-06 17:46:28,2017-06-06 00:00:00,1
1729,2017-05-03 21:12:22,2017-05-03 00:00:00,3
1730,2017-05-17 10:26:53,2017-05-17 00:00:00,3
1731,2017-06-14 11:59:10,2017-06-14 00:00:00,13
1732,2017-05-16 20:36:21,2017-05-16 00:00:00,10
1733,2017-05-07 21:33:37,2017-05-07 00:00:00,10
1734,2017-06-14 20:46:50,2017-06-14 00:00:00,2
1735,2017-06-13 08:37:27,2017-06-13 00:00:00,6
1736,2017-05-11 14:35:52,2017-05-11 00:00:00,5
1737,2017-06-15 15:56:29,2017-06-15 00:00:00,8
1738,2017-05-03 16:51:47,2017-05-03 00:00:00,4
1739,2017-06-12 09:15:35,2017-06-12 00:00:00,4
1740,2017-05-13 20:17:09,2017-05-13 00:00:00,10
1741,2017-05-29 16:25:48,2017-05-29 00:00:00,14
1742,2017-06-02 21:22:03,2017-06-02 00:00:00,1
1743,2017-05-03 22:51:05,2017-05-03 00:00:00,4
1744,2017-05-11 13:48:47,2017-05-11 00:00:00,4
1745,2017-06-08 20:02:41,2017-06-08 00:00:00,14
1746,2017-05-12 01:23:16,2017-05-12 00:00:00,3
1747,2017-05-23 16:25:28,2017-05-23 00:00:00,2
1748,2017-06-15 14:58:23,2017-06-15 00:00:00,10
1749,2017-06-01 17:29:03,2017-06-01 00:00:00,2
1750,2017-05-23 10:52:27,2017-05-23 00:00:00,4
1751,2017-06-13 15:49:08,2017-06-13 00:00:00,4
1752,2017-05-02 16:18:15,2017-05-02 00:00:00,6
1753,2017-05-06 07:14:03,2017-05-06 00:00:00,5
1754,2017-06-12 17:48:05,2017-06-12 00:00:00,6
1755,2017-06-03 14:55:12,2017-06-03 00:00:00,10
1756,2017-05-18 00:41:32,2017-05-18 00:00:00,9
1757,2017-06-09 10:08:27,2017-06-09 00:00:00,3
1758,2017-06-03 14:21:12,2017-06-03 00:00:00,3
1759,2017-06-08 13:59:17,2017-06-08 00:00:00,4
1760,2017-05-23 20:55:59,2017-05-23 00:00:00,8
1761,2017-05-05 19:36:29,2017-05-05 00:00:00,8
1762,2017-05-11 13:43:44,2017-05-11 00:00:00,4
1763,2017-05-13 18:14:03,2017-05-13 00:00:00,2
1764,2017-05-20 10:41:57,2017-05-20 00:00:00,9
1765,2017-05-24 08:13:54,2017-05-24 00:00:00,9
1766,2017-05-12 10:26:46,2017-05-12 00:00:00,9
1767,2017-05-05 20:59:41,2017-05-05 00:00:00,9
1768,2017-05-09 17:35:02,2017-05-09 00:00:00,7
1769,2017-05-18 09:55:25,2017-05-18 00:00:00,6
1770,2017-06-07 21:55:57,2017-06-07 00:00:00,7
1771,2017-05-10 10:25:20,2017-05-10 00:00:00,8
1772,2017-05-28 15:40:57,2017-05-28 00:00:00,5
1773,2017-05-16 14:10:44,2017-05-16 00:00:00,6
1774,2017-05-27 14:51:42,2017-05-27 00:00:00,2
1775,2017-05-03 08:23:09,2017-05-03 00:00:00,11
1776,2017-05-30 20:29:07,2017-05-30 00:00:00,1
1777,2017-05-29 13:49:46,2017-05-29 00:00:00,5
1778,2017-05-05 15:30:38,2017-05-05 00:00:00,5
1779,2017-05-19 18:55:29,2017-05-19 00:00:00,14
1780,2017-05-19 16:02:38,2017-05-19 00:00:00,10
1781,2017-05-12 11:59:55,2017-05-12 00:00:00,8
1782,2017-05-09 18:31:27,2017-05-09 00:00:00,5
1783,2017-06-08 20:16:48,2017-06-08 00:00:00,2
1784,2017-05-31 21:16:25,2017-05-31 00:00:00,1
1785,2017-05-29 15:49:02,2017-05-29 00:00:00,10
1786,2017-05-15 17:15:56,2017-05-15 00:00:00,13
1787,2017-05-02 14:10:14,2017-05-02 00:00:00,4
1788,2017-06-12 21:43:36,2017-06-12 00:00:00,7
1789,2017-06-15 18:52:58,2017-06-15 00:00:00,14
1790,2017-06-05 22:38:03,2017-06-05 00:00:00,2
1791,2017-05-04 17:25:45,2017-05-04 00:00:00,3
1792,2017-05-05 12:18:55,2017-05-05 00:00:00,14
1793,2017-05-21 07:59:20,2017-05-21 00:00:00,7
1794,2017-05-31 13:14:22,2017-05-31 00:00:00,1
1795,2017-05-23 15:27:58,2017-05-23 00:00:00,8
1796,2017-05-09 13:46:55,2017-05-09 00:00:00,1
1797,2017-06-04 11:52:38,2017-06-04 00:00:00,7
1798,2017-05-02 16:56:42,2017-05-02 00:00:00,5
1799,2017-05-24 12:17:36,2017-05-24 00:00:00,13
1800,2017-05-21 09:43:18,2017-05-21 00:00:00,11
